timestamp,source,medium,device_category,country,sessions,conversions,revenue
2025-07-29,google,paid,mobile,Philippines,2,1,450000
2025-07-27,tiktok,paid,mobile,Indonesia,3,0,0
2025-07-10,email,referral,desktop,Malaysia,2,0,0
2025-07-20,direct,direct,mobile,Malaysia,3,0,0
2025-07-20,direct,direct,mobile,Vietnam,1,0,0
2025-07-25,email,organic,desktop,Philippines,3,0,0
2025-07-18,direct,paid,tablet,Thailand,1,1,250000
2025-07-12,tiktok,paid,mobile,Vietnam,2,0,0
2025-07-21,direct,referral,tablet,Vietnam,3,0,0
2025-07-10,google,organic,desktop,Thailand,3,0,0
2025-07-28,direct,direct,mobile,Indonesia,1,0,0
2025-07-06,email,paid,mobile,Philippines,1,0,0
2025-07-05,zalo,paid,desktop,Vietnam,3,1,250000
2025-07-14,zalo,paid,tablet,Malaysia,2,0,0
2025-07-28,tiktok,referral,tablet,Indonesia,3,0,0
2025-07-23,email,organic,mobile,Philippines,1,0,0
2025-07-09,google,referral,tablet,Thailand,2,0,0
2025-07-22,facebook,referral,mobile,Philippines,2,1,450000
2025-07-21,direct,organic,mobile,Malaysia,1,1,450000
2025-07-02,instagram,paid,tablet,Indonesia,1,1,250000
2025-07-18,direct,organic,tablet,Thailand,3,0,0
2025-07-08,email,paid,mobile,Philippines,1,1,0
2025-07-28,google,referral,mobile,Thailand,2,0,0
2025-07-07,zalo,referral,mobile,Malaysia,1,1,0
2025-07-15,google,paid,tablet,Malaysia,3,0,0
2025-07-21,direct,paid,desktop,Indonesia,1,0,0
2025-07-11,facebook,paid,tablet,Malaysia,3,0,0
2025-07-27,direct,direct,desktop,Malaysia,3,1,450000
2025-07-09,zalo,organic,desktop,Thailand,3,0,0
2025-07-08,zalo,direct,mobile,Vietnam,2,0,0
2025-07-26,facebook,organic,tablet,Malaysia,3,0,0
2025-07-18,direct,organic,mobile,Vietnam,3,0,0
2025-06-30,direct,direct,tablet,Vietnam,1,1,0
2025-07-02,facebook,paid,mobile,Malaysia,3,0,0
2025-07-22,email,direct,desktop,Indonesia,3,1,450000
2025-07-14,facebook,organic,tablet,Vietnam,1,0,0
2025-07-07,zalo,referral,mobile,Vietnam,2,1,450000
2025-07-10,zalo,direct,mobile,Thailand,3,0,0
2025-07-25,email,referral,desktop,Malaysia,3,1,0
2025-07-29,google,direct,mobile,Thailand,3,1,250000
2025-07-01,direct,organic,tablet,Indonesia,3,0,0
2025-07-14,tiktok,organic,mobile,Thailand,3,0,0
2025-07-11,direct,paid,mobile,Malaysia,1,1,0
2025-07-01,email,paid,desktop,Malaysia,3,0,0
2025-07-05,email,paid,tablet,Philippines,1,1,320000
2025-07-03,tiktok,organic,mobile,Thailand,3,1,450000
2025-07-26,zalo,paid,tablet,Indonesia,1,0,0
2025-07-01,facebook,organic,tablet,Indonesia,1,0,0
2025-07-08,tiktok,direct,tablet,Indonesia,3,0,0
2025-07-15,facebook,paid,mobile,Indonesia,1,0,0
2025-07-26,google,organic,mobile,Vietnam,1,0,0
2025-07-29,instagram,paid,desktop,Malaysia,1,0,0
2025-06-29,facebook,referral,desktop,Thailand,1,0,0
2025-07-27,direct,direct,tablet,Vietnam,2,0,0
2025-07-11,email,direct,mobile,Thailand,1,0,0
2025-07-06,google,direct,desktop,Thailand,3,0,0
2025-07-12,zalo,referral,tablet,Malaysia,1,1,320000
2025-07-22,direct,paid,desktop,Thailand,2,0,0
2025-07-23,google,direct,tablet,Indonesia,1,0,0
2025-07-13,facebook,paid,desktop,Philippines,3,0,0
2025-07-08,google,paid,desktop,Indonesia,1,0,0
2025-07-03,tiktok,organic,desktop,Philippines,3,1,190000
2025-07-13,google,organic,desktop,Vietnam,3,0,0
2025-07-24,tiktok,organic,desktop,Vietnam,3,1,250000
2025-07-14,tiktok,paid,tablet,Philippines,1,0,0
2025-07-26,email,paid,tablet,Malaysia,2,0,0
2025-07-12,instagram,direct,desktop,Vietnam,1,0,0
2025-07-21,email,paid,tablet,Thailand,2,0,0
2025-07-03,facebook,referral,desktop,Vietnam,2,1,190000
2025-07-09,direct,paid,tablet,Malaysia,1,0,0
2025-07-17,email,paid,tablet,Thailand,2,1,320000
2025-06-29,direct,referral,tablet,Vietnam,1,0,0
2025-07-19,instagram,organic,mobile,Vietnam,3,0,0
2025-07-13,zalo,direct,tablet,Thailand,1,1,190000
2025-07-20,email,referral,mobile,Vietnam,1,1,450000
2025-07-11,email,referral,tablet,Philippines,1,0,0
2025-07-26,instagram,paid,mobile,Philippines,1,1,0
2025-07-05,facebook,paid,desktop,Vietnam,2,0,0
2025-07-22,facebook,direct,desktop,Indonesia,2,0,0
2025-07-10,google,organic,desktop,Indonesia,3,1,0
2025-07-07,tiktok,paid,desktop,Philippines,2,1,190000
2025-06-29,email,organic,tablet,Philippines,2,0,0
2025-07-16,facebook,direct,tablet,Malaysia,1,1,190000
2025-07-14,tiktok,organic,desktop,Malaysia,3,0,0
2025-07-22,facebook,paid,desktop,Malaysia,3,1,190000
2025-07-14,tiktok,organic,mobile,Malaysia,1,1,190000
2025-07-09,email,paid,tablet,Thailand,3,0,0
2025-07-26,tiktok,paid,desktop,Vietnam,1,1,320000
2025-07-01,facebook,paid,mobile,Thailand,3,0,0
2025-07-23,google,direct,mobile,Vietnam,2,0,0
2025-07-06,zalo,referral,tablet,Thailand,1,1,320000
2025-07-23,direct,organic,desktop,Philippines,2,0,0
2025-07-10,google,paid,desktop,Indonesia,1,0,0
2025-07-08,facebook,organic,desktop,Vietnam,2,1,250000
2025-07-14,google,referral,desktop,Philippines,1,1,320000
2025-07-04,tiktok,direct,desktop,Thailand,3,0,0
2025-07-03,direct,direct,tablet,Malaysia,3,0,0
2025-07-04,google,paid,desktop,Indonesia,2,1,320000
2025-07-20,direct,paid,desktop,Indonesia,1,1,0
2025-07-27,google,referral,tablet,Malaysia,2,0,0
2025-07-19,email,paid,desktop,Thailand,2,1,450000
2025-07-16,email,paid,mobile,Malaysia,2,0,0
2025-07-26,facebook,direct,desktop,Vietnam,2,0,0
2025-07-28,tiktok,organic,tablet,Indonesia,2,0,0
2025-07-01,google,paid,mobile,Vietnam,2,0,0
2025-07-24,tiktok,organic,mobile,Philippines,1,0,0
2025-06-30,instagram,referral,mobile,Indonesia,1,1,250000
2025-07-11,tiktok,direct,desktop,Malaysia,1,0,0
2025-07-05,facebook,referral,tablet,Vietnam,3,0,0
2025-07-08,email,paid,tablet,Indonesia,1,0,0
2025-07-11,google,direct,mobile,Philippines,1,1,320000
2025-07-26,zalo,paid,tablet,Thailand,3,0,0
2025-07-16,instagram,referral,tablet,Thailand,3,0,0
2025-07-18,email,direct,desktop,Thailand,1,0,0
2025-07-22,facebook,referral,mobile,Thailand,1,0,0
2025-07-05,google,direct,desktop,Thailand,3,0,0
2025-07-02,facebook,direct,desktop,Malaysia,2,0,0
2025-07-01,google,organic,mobile,Philippines,1,0,0
2025-07-24,facebook,organic,mobile,Philippines,2,0,0
2025-07-12,tiktok,organic,tablet,Thailand,2,1,0
2025-07-29,zalo,referral,mobile,Thailand,3,1,450000
2025-07-09,facebook,direct,mobile,Thailand,1,0,0
2025-06-30,email,organic,mobile,Malaysia,1,0,0
2025-07-10,direct,paid,desktop,Indonesia,2,0,0
2025-07-11,google,direct,mobile,Philippines,3,0,0
2025-07-12,tiktok,paid,desktop,Malaysia,2,0,0
2025-07-10,tiktok,referral,mobile,Vietnam,3,0,0
2025-07-06,instagram,referral,desktop,Malaysia,3,1,320000
2025-07-15,direct,direct,tablet,Indonesia,2,0,0
2025-07-06,email,referral,tablet,Thailand,1,0,0
2025-07-24,instagram,organic,tablet,Indonesia,1,1,320000
2025-07-09,facebook,organic,desktop,Malaysia,3,0,0
2025-07-27,direct,direct,mobile,Thailand,1,0,0
2025-07-15,direct,referral,desktop,Vietnam,1,1,190000
2025-07-27,google,organic,mobile,Philippines,3,0,0
2025-07-18,email,direct,desktop,Thailand,2,0,0
2025-07-05,google,referral,mobile,Vietnam,2,0,0
2025-07-26,facebook,organic,mobile,Indonesia,1,0,0
2025-06-30,facebook,direct,desktop,Vietnam,2,0,0
2025-07-26,instagram,direct,mobile,Malaysia,2,1,0
2025-07-20,tiktok,paid,tablet,Indonesia,2,0,0
2025-07-11,instagram,organic,desktop,Vietnam,1,0,0
2025-07-18,instagram,organic,tablet,Thailand,3,1,0
2025-07-17,email,direct,tablet,Vietnam,3,1,450000
2025-07-12,instagram,organic,tablet,Philippines,3,0,0
2025-07-10,facebook,organic,mobile,Indonesia,3,0,0
2025-07-04,instagram,direct,mobile,Indonesia,2,1,450000
2025-07-27,instagram,direct,mobile,Indonesia,2,1,450000
2025-07-14,direct,direct,mobile,Malaysia,3,1,0
2025-06-29,facebook,organic,mobile,Indonesia,2,0,0
2025-07-05,tiktok,direct,tablet,Philippines,1,0,0
2025-07-06,email,organic,tablet,Philippines,1,0,0
2025-07-09,facebook,direct,mobile,Indonesia,1,0,0
2025-07-11,email,referral,mobile,Indonesia,2,0,0
2025-07-26,tiktok,referral,desktop,Vietnam,2,0,0
2025-07-22,tiktok,organic,mobile,Philippines,3,0,0
2025-07-03,facebook,organic,desktop,Philippines,3,1,320000
2025-07-16,instagram,direct,desktop,Thailand,1,0,0
2025-07-10,zalo,paid,mobile,Philippines,1,0,0
2025-07-22,facebook,paid,mobile,Vietnam,2,1,0
2025-07-22,instagram,organic,tablet,Indonesia,1,1,320000
2025-06-30,instagram,paid,tablet,Vietnam,2,0,0
2025-07-01,email,paid,mobile,Thailand,3,1,0
2025-07-06,tiktok,organic,mobile,Vietnam,3,1,320000
2025-07-15,tiktok,referral,tablet,Thailand,1,1,320000
2025-06-29,zalo,organic,mobile,Indonesia,2,1,250000
2025-07-01,instagram,paid,desktop,Indonesia,1,0,0
2025-06-29,facebook,organic,tablet,Thailand,1,0,0
2025-07-25,tiktok,direct,mobile,Indonesia,3,1,250000
2025-07-12,direct,organic,mobile,Indonesia,2,0,0
2025-07-04,email,paid,tablet,Thailand,1,0,0
2025-07-26,zalo,organic,mobile,Thailand,2,0,0
2025-07-27,google,referral,desktop,Philippines,1,1,450000
2025-07-16,instagram,paid,desktop,Philippines,2,0,0
2025-07-29,instagram,paid,mobile,Thailand,2,0,0
2025-06-30,tiktok,paid,mobile,Malaysia,1,1,190000
2025-06-30,google,paid,tablet,Vietnam,3,0,0
2025-07-07,direct,referral,desktop,Vietnam,1,1,250000
2025-07-10,zalo,organic,mobile,Malaysia,2,0,0
2025-07-15,facebook,paid,mobile,Philippines,3,0,0
2025-07-18,instagram,paid,tablet,Malaysia,2,0,0
2025-07-05,instagram,organic,mobile,Vietnam,3,0,0
2025-07-15,zalo,referral,mobile,Philippines,3,0,0
2025-07-10,direct,paid,mobile,Philippines,3,1,0
2025-07-21,google,referral,mobile,Philippines,1,1,450000
2025-07-08,google,direct,mobile,Malaysia,2,0,0
2025-07-04,direct,organic,desktop,Vietnam,1,0,0
2025-06-30,instagram,organic,desktop,Indonesia,1,0,0
2025-07-06,zalo,referral,desktop,Philippines,3,0,0
2025-07-10,direct,referral,desktop,Vietnam,1,0,0
2025-07-14,google,organic,tablet,Indonesia,1,0,0
2025-07-22,zalo,referral,tablet,Malaysia,2,0,0
2025-07-17,facebook,direct,mobile,Philippines,3,1,0
2025-07-08,email,referral,desktop,Malaysia,3,1,450000
2025-07-04,direct,organic,desktop,Philippines,3,0,0
2025-07-26,facebook,referral,mobile,Thailand,3,0,0
2025-07-14,instagram,organic,mobile,Philippines,1,0,0
2025-07-19,facebook,referral,mobile,Philippines,2,0,0
2025-07-25,facebook,direct,mobile,Thailand,2,1,320000
2025-07-14,tiktok,organic,tablet,Thailand,3,0,0
2025-07-20,email,organic,desktop,Philippines,3,0,0
2025-07-09,direct,direct,desktop,Philippines,1,0,0
2025-07-25,facebook,paid,mobile,Vietnam,2,1,250000
2025-07-19,direct,direct,tablet,Indonesia,2,0,0
2025-07-22,tiktok,paid,mobile,Indonesia,1,0,0
2025-07-19,tiktok,paid,tablet,Thailand,1,1,250000
2025-07-03,instagram,organic,desktop,Vietnam,2,0,0
2025-07-11,google,organic,desktop,Vietnam,3,0,0
2025-06-29,direct,referral,desktop,Indonesia,1,0,0
2025-07-07,google,referral,mobile,Malaysia,1,0,0
2025-07-08,zalo,direct,desktop,Philippines,2,0,0
2025-07-18,instagram,paid,mobile,Malaysia,3,0,0
2025-07-29,direct,paid,mobile,Malaysia,2,0,0
2025-07-12,facebook,organic,tablet,Indonesia,2,0,0
2025-07-11,instagram,referral,tablet,Vietnam,1,0,0
2025-07-12,zalo,direct,desktop,Vietnam,1,0,0
2025-06-30,tiktok,referral,mobile,Philippines,2,0,0
2025-07-19,direct,organic,desktop,Malaysia,3,1,190000
2025-07-27,email,referral,desktop,Vietnam,1,1,450000
2025-07-08,direct,referral,desktop,Malaysia,3,0,0
2025-07-20,direct,direct,mobile,Thailand,3,0,0
2025-07-29,instagram,paid,tablet,Thailand,1,1,450000
2025-07-28,email,organic,tablet,Thailand,1,1,0
2025-07-20,google,paid,tablet,Vietnam,2,0,0
2025-07-08,google,organic,tablet,Malaysia,1,1,320000
2025-07-20,zalo,referral,desktop,Indonesia,3,0,0
2025-07-10,facebook,paid,mobile,Malaysia,3,0,0
2025-07-06,direct,organic,mobile,Indonesia,2,0,0
2025-07-24,direct,paid,mobile,Malaysia,3,1,320000
2025-07-17,tiktok,direct,desktop,Indonesia,2,0,0
2025-07-06,instagram,organic,tablet,Thailand,3,1,250000
2025-07-25,tiktok,referral,desktop,Vietnam,1,0,0
2025-06-30,instagram,direct,desktop,Thailand,2,0,0
2025-07-11,facebook,paid,desktop,Vietnam,2,0,0
2025-07-09,google,paid,desktop,Malaysia,2,0,0
2025-07-01,tiktok,referral,desktop,Philippines,3,0,0
2025-07-15,zalo,organic,desktop,Vietnam,2,0,0
2025-07-18,zalo,paid,desktop,Malaysia,2,0,0
2025-07-08,direct,paid,desktop,Vietnam,1,0,0
2025-07-27,facebook,organic,desktop,Vietnam,1,0,0
2025-07-13,tiktok,direct,mobile,Philippines,1,0,0
2025-07-08,instagram,organic,tablet,Vietnam,3,0,0
2025-07-16,tiktok,organic,mobile,Indonesia,1,0,0
2025-07-07,google,referral,tablet,Vietnam,2,0,0
2025-07-16,facebook,referral,mobile,Philippines,3,0,0
2025-07-18,tiktok,organic,tablet,Thailand,3,0,0
2025-07-17,facebook,referral,tablet,Vietnam,3,1,250000
2025-07-04,tiktok,direct,tablet,Indonesia,3,0,0
2025-06-29,zalo,paid,desktop,Vietnam,1,1,190000
2025-06-30,facebook,direct,tablet,Malaysia,1,0,0
2025-07-17,zalo,paid,mobile,Thailand,3,1,190000
2025-07-06,zalo,direct,mobile,Indonesia,2,0,0
2025-07-11,email,referral,tablet,Philippines,1,1,190000
2025-07-03,facebook,organic,mobile,Thailand,1,0,0
2025-07-25,email,organic,desktop,Vietnam,2,0,0
2025-07-12,zalo,organic,mobile,Philippines,3,1,450000
2025-07-17,tiktok,organic,desktop,Indonesia,3,0,0
2025-07-16,email,referral,desktop,Indonesia,2,1,190000
2025-07-28,email,direct,tablet,Vietnam,3,0,0
2025-06-30,google,paid,mobile,Thailand,3,0,0
2025-07-08,instagram,organic,mobile,Philippines,1,0,0
2025-07-27,tiktok,paid,mobile,Philippines,2,1,450000
2025-07-08,google,referral,mobile,Philippines,1,0,0
2025-07-11,email,direct,tablet,Thailand,2,1,0
2025-07-19,google,direct,desktop,Vietnam,3,1,450000
2025-07-21,instagram,referral,tablet,Thailand,1,0,0
2025-06-29,zalo,organic,desktop,Indonesia,1,0,0
2025-07-21,direct,organic,tablet,Philippines,1,0,0
2025-07-15,email,direct,desktop,Thailand,3,0,0
2025-07-18,direct,paid,desktop,Vietnam,2,0,0
2025-07-04,zalo,direct,tablet,Indonesia,3,1,190000
2025-07-06,facebook,paid,mobile,Indonesia,3,0,0
2025-07-03,direct,paid,mobile,Malaysia,1,0,0
2025-07-03,facebook,paid,tablet,Vietnam,3,0,0
2025-07-17,zalo,referral,desktop,Philippines,3,0,0
2025-07-04,facebook,direct,tablet,Indonesia,3,0,0
2025-07-15,google,referral,tablet,Philippines,3,0,0
2025-06-30,direct,organic,tablet,Philippines,3,0,0
2025-07-24,instagram,direct,tablet,Indonesia,1,0,0
2025-07-09,direct,direct,tablet,Vietnam,2,1,0
2025-07-27,google,paid,mobile,Philippines,3,0,0
2025-07-20,direct,referral,mobile,Indonesia,1,0,0
2025-07-27,instagram,paid,mobile,Vietnam,2,0,0
2025-06-29,instagram,paid,mobile,Indonesia,1,1,190000
2025-07-28,google,direct,desktop,Thailand,2,0,0
2025-07-10,facebook,direct,desktop,Malaysia,1,0,0
2025-07-06,instagram,direct,mobile,Malaysia,2,0,0
2025-07-12,facebook,referral,tablet,Vietnam,2,1,250000
2025-07-02,facebook,organic,mobile,Philippines,3,0,0
2025-07-26,google,organic,mobile,Thailand,1,1,190000
2025-07-13,google,direct,tablet,Vietnam,1,0,0
2025-07-28,tiktok,referral,desktop,Indonesia,2,1,320000
2025-07-03,zalo,direct,desktop,Malaysia,2,0,0
2025-07-18,email,referral,mobile,Thailand,1,0,0
2025-07-19,email,paid,desktop,Indonesia,2,0,0
2025-07-07,tiktok,paid,mobile,Vietnam,1,0,0
2025-07-27,facebook,organic,mobile,Malaysia,3,1,320000
2025-07-01,direct,paid,tablet,Malaysia,1,0,0
2025-07-09,google,referral,mobile,Indonesia,2,1,250000
2025-07-02,direct,organic,desktop,Thailand,2,0,0
2025-07-24,instagram,direct,desktop,Thailand,2,1,190000
2025-07-04,tiktok,paid,mobile,Indonesia,1,1,190000
2025-07-24,google,direct,desktop,Vietnam,3,1,190000
2025-07-26,google,referral,tablet,Thailand,2,0,0
2025-07-25,google,paid,mobile,Malaysia,3,0,0
2025-07-11,tiktok,direct,mobile,Thailand,3,1,450000
2025-07-09,tiktok,direct,tablet,Thailand,3,0,0
2025-07-28,email,organic,mobile,Thailand,2,0,0
2025-07-11,tiktok,organic,mobile,Indonesia,3,0,0
2025-07-05,facebook,paid,mobile,Vietnam,1,1,250000
2025-07-02,tiktok,direct,mobile,Indonesia,1,0,0
2025-07-03,facebook,referral,desktop,Vietnam,3,0,0
2025-07-24,google,paid,mobile,Thailand,1,0,0
2025-07-26,direct,organic,mobile,Indonesia,2,0,0
2025-07-08,instagram,organic,desktop,Indonesia,3,0,0
2025-07-05,zalo,paid,mobile,Indonesia,2,1,450000
2025-07-16,direct,paid,mobile,Vietnam,2,0,0
2025-07-01,email,paid,tablet,Indonesia,1,0,0
2025-07-20,facebook,paid,desktop,Indonesia,3,0,0
2025-07-16,facebook,referral,mobile,Vietnam,3,0,0
2025-07-24,zalo,referral,desktop,Indonesia,1,0,0
2025-07-22,direct,paid,desktop,Malaysia,1,0,0
2025-07-21,google,organic,tablet,Vietnam,1,0,0
2025-07-02,direct,organic,tablet,Thailand,2,1,450000
2025-07-23,direct,direct,tablet,Philippines,2,0,0
2025-07-06,email,organic,desktop,Malaysia,1,1,250000
2025-06-30,tiktok,referral,mobile,Thailand,3,1,450000
2025-07-01,direct,direct,tablet,Philippines,2,0,0
2025-07-22,tiktok,organic,mobile,Indonesia,1,0,0
2025-07-15,email,paid,tablet,Indonesia,2,0,0
2025-07-08,instagram,organic,mobile,Thailand,1,1,250000
2025-07-27,google,organic,tablet,Malaysia,2,0,0
2025-07-26,instagram,direct,tablet,Vietnam,2,1,450000
2025-07-11,tiktok,organic,tablet,Thailand,1,0,0
2025-07-04,email,paid,desktop,Malaysia,2,0,0
2025-07-16,zalo,direct,tablet,Indonesia,3,0,0
2025-07-27,google,paid,desktop,Thailand,2,1,190000
2025-07-10,email,paid,mobile,Philippines,2,1,190000
2025-07-24,google,paid,mobile,Indonesia,2,0,0
2025-06-29,instagram,direct,tablet,Vietnam,3,0,0
2025-07-14,google,direct,desktop,Vietnam,2,0,0
2025-07-08,google,direct,tablet,Malaysia,2,0,0
2025-07-05,tiktok,paid,tablet,Philippines,2,1,250000
2025-07-20,facebook,referral,desktop,Philippines,3,0,0
2025-07-26,zalo,paid,tablet,Philippines,1,1,250000
2025-07-01,direct,referral,tablet,Indonesia,2,0,0
2025-07-10,google,direct,desktop,Thailand,1,1,320000
2025-07-01,instagram,referral,tablet,Malaysia,1,0,0
2025-07-19,direct,organic,tablet,Vietnam,1,0,0
2025-07-10,zalo,organic,desktop,Malaysia,2,0,0
2025-07-11,tiktok,referral,tablet,Philippines,3,0,0
2025-07-04,instagram,organic,mobile,Vietnam,1,0,0
2025-07-06,zalo,direct,tablet,Philippines,1,1,0
2025-07-03,facebook,paid,tablet,Philippines,3,1,0
2025-07-14,email,referral,mobile,Vietnam,3,1,320000
2025-07-13,facebook,direct,mobile,Philippines,1,1,450000
2025-07-02,direct,paid,desktop,Philippines,3,0,0
2025-07-04,zalo,direct,mobile,Malaysia,2,0,0
2025-06-30,google,paid,tablet,Vietnam,1,0,0
2025-07-13,facebook,referral,tablet,Indonesia,2,0,0
2025-07-05,email,direct,desktop,Indonesia,1,0,0
2025-07-11,zalo,organic,mobile,Malaysia,2,1,250000
2025-07-27,facebook,organic,desktop,Indonesia,2,0,0
2025-07-13,direct,referral,mobile,Malaysia,1,0,0
2025-06-29,google,referral,tablet,Indonesia,2,0,0
2025-07-05,email,organic,desktop,Thailand,2,0,0
2025-07-18,direct,organic,tablet,Thailand,1,1,250000
2025-07-14,tiktok,organic,mobile,Thailand,1,0,0
2025-07-14,direct,organic,tablet,Vietnam,1,0,0
2025-07-12,tiktok,direct,mobile,Indonesia,2,1,190000
2025-07-08,zalo,referral,desktop,Philippines,3,0,0
2025-07-21,email,paid,desktop,Vietnam,1,0,0
2025-07-14,email,direct,mobile,Thailand,1,1,450000
2025-06-29,email,direct,desktop,Malaysia,2,0,0
2025-07-03,instagram,referral,tablet,Philippines,2,0,0
2025-07-24,tiktok,paid,desktop,Malaysia,3,1,190000
2025-07-13,google,referral,mobile,Malaysia,3,0,0
2025-07-16,zalo,paid,desktop,Malaysia,3,0,0
2025-07-15,facebook,direct,mobile,Philippines,2,0,0
2025-06-29,direct,organic,tablet,Vietnam,3,0,0
2025-07-13,instagram,direct,mobile,Philippines,2,1,190000
2025-07-18,email,organic,desktop,Philippines,3,1,190000
2025-07-27,instagram,organic,tablet,Indonesia,2,0,0
2025-07-05,zalo,paid,tablet,Malaysia,2,1,0
2025-07-25,zalo,paid,tablet,Indonesia,3,0,0
2025-06-29,direct,referral,desktop,Malaysia,2,1,0
2025-07-16,google,direct,tablet,Malaysia,2,0,0
2025-07-13,tiktok,paid,mobile,Vietnam,3,0,0
2025-07-04,direct,organic,tablet,Malaysia,3,1,0
2025-07-08,zalo,referral,mobile,Philippines,1,0,0
2025-07-01,direct,referral,tablet,Malaysia,1,0,0
2025-07-28,facebook,organic,tablet,Indonesia,1,0,0
2025-07-02,direct,referral,mobile,Thailand,2,0,0
2025-07-02,google,organic,tablet,Indonesia,1,0,0
2025-07-10,facebook,referral,mobile,Vietnam,1,1,190000
2025-07-07,direct,organic,mobile,Malaysia,3,1,320000
2025-07-18,tiktok,referral,mobile,Philippines,3,1,450000
2025-06-29,facebook,direct,mobile,Thailand,1,0,0
2025-07-08,tiktok,direct,desktop,Malaysia,3,1,190000
2025-07-15,facebook,direct,tablet,Philippines,3,0,0
2025-07-05,facebook,organic,mobile,Indonesia,1,0,0
2025-07-09,zalo,direct,desktop,Philippines,3,1,0
2025-07-26,tiktok,referral,tablet,Indonesia,3,0,0
2025-07-29,facebook,organic,desktop,Philippines,3,0,0
2025-07-12,zalo,referral,tablet,Thailand,2,0,0
2025-07-20,instagram,paid,mobile,Vietnam,1,0,0
2025-07-14,zalo,referral,desktop,Philippines,3,1,0
2025-07-24,google,paid,tablet,Vietnam,3,0,0
2025-06-29,tiktok,paid,mobile,Indonesia,2,0,0
2025-07-05,tiktok,referral,desktop,Thailand,3,0,0
2025-07-10,zalo,referral,mobile,Thailand,1,0,0
2025-07-23,email,referral,tablet,Thailand,2,1,0
2025-07-18,instagram,paid,mobile,Malaysia,2,1,0
2025-07-08,instagram,referral,tablet,Thailand,1,0,0
2025-07-08,direct,organic,mobile,Vietnam,1,0,0
2025-07-02,direct,direct,tablet,Vietnam,1,0,0
2025-07-23,zalo,organic,desktop,Thailand,1,1,0
2025-07-02,tiktok,direct,desktop,Vietnam,2,1,0
2025-07-01,facebook,paid,mobile,Indonesia,3,1,190000
2025-07-27,facebook,referral,mobile,Philippines,2,1,190000
2025-07-20,zalo,direct,desktop,Malaysia,2,0,0
2025-07-01,direct,direct,mobile,Thailand,3,0,0
2025-07-25,direct,organic,tablet,Malaysia,1,0,0
2025-07-25,tiktok,organic,mobile,Malaysia,2,0,0
2025-07-12,tiktok,direct,desktop,Thailand,3,0,0
2025-07-25,email,referral,tablet,Vietnam,3,0,0
2025-07-06,zalo,referral,mobile,Indonesia,3,0,0
2025-06-29,facebook,direct,desktop,Vietnam,3,0,0
2025-07-01,tiktok,referral,desktop,Thailand,2,1,0
2025-07-12,zalo,organic,mobile,Philippines,3,0,0
2025-07-02,facebook,paid,mobile,Vietnam,2,0,0
2025-07-06,zalo,direct,mobile,Vietnam,1,0,0
2025-07-20,facebook,paid,desktop,Indonesia,3,1,0
2025-07-06,direct,referral,desktop,Vietnam,2,1,450000
2025-07-20,email,referral,mobile,Indonesia,2,1,450000
2025-07-26,facebook,organic,desktop,Malaysia,3,0,0
2025-06-29,google,paid,mobile,Vietnam,3,1,190000
2025-06-29,zalo,paid,tablet,Malaysia,1,1,320000
2025-07-16,direct,paid,desktop,Vietnam,1,0,0
2025-07-01,facebook,referral,tablet,Thailand,2,0,0
2025-07-07,direct,direct,desktop,Thailand,1,0,0
2025-07-20,google,direct,desktop,Vietnam,2,1,0
2025-07-23,direct,direct,mobile,Vietnam,2,0,0
2025-07-15,email,organic,mobile,Philippines,2,1,320000
2025-07-19,email,paid,tablet,Philippines,2,0,0
2025-07-10,direct,referral,desktop,Philippines,1,1,450000
2025-07-05,email,referral,desktop,Malaysia,1,0,0
2025-07-13,direct,referral,tablet,Thailand,1,0,0
2025-07-10,google,direct,tablet,Malaysia,3,0,0
2025-07-29,tiktok,direct,desktop,Vietnam,1,0,0
2025-07-24,zalo,organic,desktop,Malaysia,2,0,0
2025-07-29,email,paid,tablet,Philippines,1,0,0
2025-07-08,instagram,paid,mobile,Vietnam,1,0,0
2025-07-29,facebook,referral,desktop,Vietnam,1,0,0
2025-07-23,facebook,referral,tablet,Malaysia,3,0,0
2025-07-03,google,paid,desktop,Malaysia,2,0,0
2025-07-19,tiktok,referral,mobile,Indonesia,2,1,0
2025-07-07,direct,direct,tablet,Vietnam,1,0,0
2025-07-11,email,paid,mobile,Malaysia,1,0,0
2025-07-29,zalo,organic,tablet,Vietnam,1,0,0
2025-07-06,zalo,organic,tablet,Indonesia,2,0,0
2025-07-17,facebook,paid,tablet,Philippines,2,1,250000
2025-07-09,email,paid,mobile,Malaysia,3,1,450000
2025-07-17,email,referral,mobile,Thailand,1,0,0
2025-07-15,email,referral,desktop,Vietnam,3,1,0
2025-07-10,email,paid,tablet,Malaysia,1,0,0
2025-07-23,tiktok,organic,tablet,Indonesia,3,0,0
2025-07-20,facebook,referral,tablet,Philippines,3,0,0
2025-07-24,facebook,paid,mobile,Vietnam,1,0,0
2025-07-16,email,referral,tablet,Vietnam,3,0,0
2025-06-30,facebook,paid,desktop,Vietnam,1,1,450000
2025-07-14,google,referral,mobile,Malaysia,1,0,0
2025-06-30,google,referral,desktop,Indonesia,2,0,0
2025-07-03,google,direct,tablet,Vietnam,1,0,0
2025-06-30,instagram,paid,desktop,Vietnam,2,0,0
2025-07-04,facebook,paid,mobile,Philippines,3,0,0
2025-07-15,tiktok,direct,desktop,Philippines,2,0,0
